,No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,date
30382,30383,2013,6,19,22,56.0,13,31.0,1003.0,3,1.79,0,0,2013-06-19 22:00:00
30383,30384,2013,6,19,23,59.0,17,28.0,1003.0,1,0.89,0,0,2013-06-19 23:00:00
30384,30385,2013,6,20,0,64.0,16,28.0,1003.0,3,1.79,0,0,2013-06-20 00:00:00
30385,30386,2013,6,20,1,58.0,17,26.0,1003.0,2,1.79,0,0,2013-06-20 01:00:00
30386,30387,2013,6,20,2,95.0,17,26.0,1004.0,3,1.79,0,0,2013-06-20 02:00:00
30387,30388,2013,6,20,3,108.0,18,25.0,1004.0,2,0.89,0,0,2013-06-20 03:00:00
30388,30389,2013,6,20,4,105.0,19,25.0,1005.0,1,0.89,0,0,2013-06-20 04:00:00
30389,30390,2013,6,20,5,128.0,19,24.0,1005.0,0,1.79,0,0,2013-06-20 05:00:00
30390,30391,2013,6,20,6,124.0,19,24.0,1005.0,0,3.58,0,0,2013-06-20 06:00:00
30391,30392,2013,6,20,7,95.0,19,24.0,1006.0,0,5.37,0,0,2013-06-20 07:00:00
30392,30393,2013,6,20,8,41.0,19,25.0,1007.0,0,6.26,0,0,2013-06-20 08:00:00
30393,30394,2013,6,20,9,37.0,18,27.0,1007.0,2,1.79,0,0,2013-06-20 09:00:00
30394,30395,2013,6,20,10,39.0,17,29.0,1007.0,2,4.92,0,0,2013-06-20 10:00:00
30395,30396,2013,6,20,11,38.666666666666664,15,30.0,1007.0,2,8.94,0,0,2013-06-20 11:00:00
30396,30397,2013,6,20,12,38.333333333333336,14,31.0,1007.0,2,12.07,0,0,2013-06-20 12:00:00
30397,30398,2013,6,20,13,38.0,14,31.0,1007.0,2,12.96,0,0,2013-06-20 13:00:00
30398,30399,2013,6,20,14,30.0,15,31.0,1007.0,3,1.79,0,0,2013-06-20 14:00:00
30399,30400,2013,6,20,15,34.0,15,31.0,1007.0,3,3.58,0,0,2013-06-20 15:00:00
30400,30401,2013,6,20,16,51.0,14,30.0,1007.0,3,6.71,0,0,2013-06-20 16:00:00
30401,30402,2013,6,20,17,68.0,16,30.0,1007.0,3,9.84,0,0,2013-06-20 17:00:00
30402,30403,2013,6,20,18,118.0,19,28.0,1008.0,3,11.63,0,0,2013-06-20 18:00:00
30403,30404,2013,6,20,19,77.0,17,27.0,1008.0,3,14.76,0,0,2013-06-20 19:00:00
30404,30405,2013,6,20,20,212.0,15,26.0,1008.0,1,0.89,0,0,2013-06-20 20:00:00
30405,30406,2013,6,20,21,188.0,16,26.0,1009.0,3,1.79,0,0,2013-06-20 21:00:00
30406,30407,2013,6,20,22,146.0,17,27.0,1009.0,3,4.92,0,0,2013-06-20 22:00:00
30407,30408,2013,6,20,23,129.0,18,26.0,1009.0,1,0.89,0,0,2013-06-20 23:00:00
30408,30409,2013,6,21,0,102.0,18,24.0,1009.0,2,0.89,0,0,2013-06-21 00:00:00
30409,30410,2013,6,21,1,123.0,18,24.0,1009.0,3,1.79,0,0,2013-06-21 01:00:00
30410,30411,2013,6,21,2,132.0,18,23.0,1009.0,1,0.89,0,0,2013-06-21 02:00:00
30411,30412,2013,6,21,3,155.0,18,22.0,1009.0,3,1.79,0,0,2013-06-21 03:00:00
30412,30413,2013,6,21,4,165.0,18,21.0,1009.0,2,0.89,0,0,2013-06-21 04:00:00
30413,30414,2013,6,21,5,154.0,18,21.0,1009.0,1,0.89,0,0,2013-06-21 05:00:00
30414,30415,2013,6,21,6,69.0,19,22.0,1010.0,1,1.34,0,0,2013-06-21 06:00:00
30415,30416,2013,6,21,7,58.0,19,24.0,1010.0,0,1.79,0,0,2013-06-21 07:00:00
30416,30417,2013,6,21,8,88.0,18,26.0,1010.0,0,3.58,0,0,2013-06-21 08:00:00
30417,30418,2013,6,21,9,122.0,18,28.0,1010.0,1,0.89,0,0,2013-06-21 09:00:00
30418,30419,2013,6,21,10,105.0,17,30.0,1010.0,0,3.13,0,0,2013-06-21 10:00:00
30419,30420,2013,6,21,11,84.0,16,31.0,1010.0,3,3.13,0,0,2013-06-21 11:00:00
30420,30421,2013,6,21,12,52.0,15,32.0,1009.0,3,6.26,0,0,2013-06-21 12:00:00
30421,30422,2013,6,21,13,32.0,16,32.0,1009.0,3,9.39,0,0,2013-06-21 13:00:00
30422,30423,2013,6,21,14,30.0,14,32.0,1008.0,3,15.2,0,0,2013-06-21 14:00:00
30423,30424,2013,6,21,15,46.0,14,31.0,1008.0,3,22.35,0,0,2013-06-21 15:00:00
30424,30425,2013,6,21,16,67.0,17,29.0,1008.0,3,28.16,0,0,2013-06-21 16:00:00
30425,30426,2013,6,21,17,67.0,17,28.0,1008.0,3,33.08,0,0,2013-06-21 17:00:00
30426,30427,2013,6,21,18,67.0,18,28.0,1008.0,3,37.1,0,0,2013-06-21 18:00:00
30427,30428,2013,6,21,19,70.0,17,27.0,1008.0,3,42.02,0,0,2013-06-21 19:00:00
30428,30429,2013,6,21,20,48.0,16,26.0,1008.0,3,46.94,0,0,2013-06-21 20:00:00
30429,30430,2013,6,21,21,29.0,15,26.0,1008.0,3,50.96,0,0,2013-06-21 21:00:00
30430,30431,2013,6,21,22,28.0,15,25.0,1009.0,3,52.75,0,0,2013-06-21 22:00:00
30431,30432,2013,6,21,23,29.0,14,24.0,1009.0,3,54.54,0,0,2013-06-21 23:00:00
30432,30433,2013,6,22,0,42.0,16,24.0,1009.0,3,56.33,0,0,2013-06-22 00:00:00
30433,30434,2013,6,22,1,37.0,16,23.0,1009.0,3,58.12,0,0,2013-06-22 01:00:00
30434,30435,2013,6,22,2,42.0,16,23.0,1008.0,3,59.91,0,0,2013-06-22 02:00:00
30435,30436,2013,6,22,3,45.0,16,23.0,1008.0,2,1.79,0,0,2013-06-22 03:00:00
30436,30437,2013,6,22,4,47.0,17,22.0,1008.0,3,1.79,0,0,2013-06-22 04:00:00
30437,30438,2013,6,22,5,61.0,17,22.0,1008.0,3,3.58,0,1,2013-06-22 05:00:00
30438,30439,2013,6,22,6,79.0,18,21.0,1009.0,1,0.89,0,2,2013-06-22 06:00:00
30439,30440,2013,6,22,7,98.0,19,21.0,1009.0,1,1.78,0,3,2013-06-22 07:00:00
30440,30441,2013,6,22,8,108.0,20,21.0,1010.0,2,1.79,0,4,2013-06-22 08:00:00
30441,30442,2013,6,22,9,85.0,20,21.0,1010.0,0,1.79,0,5,2013-06-22 09:00:00
30442,30443,2013,6,22,10,70.0,20,21.0,1010.0,0,4.92,0,6,2013-06-22 10:00:00
30443,30444,2013,6,22,11,63.0,19,21.0,1009.0,0,8.05,0,7,2013-06-22 11:00:00
30444,30445,2013,6,22,12,54.0,20,21.0,1009.0,2,3.13,0,8,2013-06-22 12:00:00
30445,30446,2013,6,22,13,40.0,18,22.0,1008.0,2,7.15,0,0,2013-06-22 13:00:00
30446,30447,2013,6,22,14,45.0,19,22.0,1008.0,2,10.28,0,1,2013-06-22 14:00:00
30447,30448,2013,6,22,15,56.0,19,22.0,1007.0,2,13.41,0,0,2013-06-22 15:00:00
30448,30449,2013,6,22,16,69.0,19,22.0,1007.0,2,15.2,0,0,2013-06-22 16:00:00
30449,30450,2013,6,22,17,69.0,19,23.0,1007.0,3,0.89,0,0,2013-06-22 17:00:00
30450,30451,2013,6,22,18,59.0,19,22.0,1007.0,3,2.68,0,0,2013-06-22 18:00:00
30451,30452,2013,6,22,19,57.0,19,22.0,1007.0,3,3.57,0,0,2013-06-22 19:00:00
30452,30453,2013,6,22,20,54.0,19,21.0,1007.0,3,6.7,0,0,2013-06-22 20:00:00
30453,30454,2013,6,22,21,45.0,18,21.0,1007.0,3,8.49,0,0,2013-06-22 21:00:00
30454,30455,2013,6,22,22,44.0,18,21.0,1008.0,3,10.28,0,0,2013-06-22 22:00:00
30455,30456,2013,6,22,23,51.0,18,20.0,1007.0,1,0.89,0,0,2013-06-22 23:00:00
30456,30457,2013,6,23,0,57.0,18,20.0,1007.0,3,0.89,0,0,2013-06-23 00:00:00
30457,30458,2013,6,23,1,85.0,19,20.0,1006.0,3,1.78,0,0,2013-06-23 01:00:00
30458,30459,2013,6,23,2,91.0,18,20.0,1006.0,3,2.67,0,0,2013-06-23 02:00:00
30459,30460,2013,6,23,3,90.0,18,20.0,1006.0,3,3.56,0,0,2013-06-23 03:00:00
30460,30461,2013,6,23,4,94.0,19,20.0,1006.0,3,4.45,0,0,2013-06-23 04:00:00
30461,30462,2013,6,23,5,103.0,19,20.0,1005.0,2,0.89,0,0,2013-06-23 05:00:00
30462,30463,2013,6,23,6,103.0,19,20.0,1005.0,1,0.45,0,0,2013-06-23 06:00:00
30463,30464,2013,6,23,7,113.0,19,22.0,1005.0,0,1.79,0,0,2013-06-23 07:00:00
30464,30465,2013,6,23,8,87.0,19,24.0,1005.0,0,3.58,0,0,2013-06-23 08:00:00
30465,30466,2013,6,23,9,61.0,18,25.0,1005.0,2,1.79,0,0,2013-06-23 09:00:00
30466,30467,2013,6,23,10,55.0,18,27.0,1004.0,1,0.89,0,0,2013-06-23 10:00:00
30467,30468,2013,6,23,11,40.0,16,28.0,1004.0,1,1.78,0,0,2013-06-23 11:00:00
30468,30469,2013,6,23,12,33.0,15,31.0,1003.0,0,3.13,0,0,2013-06-23 12:00:00
30469,30470,2013,6,23,13,39.0,13,30.0,1003.0,1,1.79,0,0,2013-06-23 13:00:00
30470,30471,2013,6,23,14,33.0,14,31.0,1002.0,1,4.92,0,0,2013-06-23 14:00:00
30471,30472,2013,6,23,15,32.0,13,31.0,1001.0,3,3.13,0,0,2013-06-23 15:00:00
30472,30473,2013,6,23,16,40.0,13,31.0,1001.0,3,6.26,0,0,2013-06-23 16:00:00
30473,30474,2013,6,23,17,59.0,14,31.0,1000.0,3,9.39,0,0,2013-06-23 17:00:00
30474,30475,2013,6,23,18,65.0,16,30.0,1001.0,3,12.52,0,0,2013-06-23 18:00:00
30475,30476,2013,6,23,19,67.0,17,29.0,1001.0,3,16.54,0,0,2013-06-23 19:00:00
30476,30477,2013,6,23,20,60.0,18,27.0,1001.0,3,20.56,0,0,2013-06-23 20:00:00
30477,30478,2013,6,23,21,60.0,17,27.0,1002.0,3,24.58,0,0,2013-06-23 21:00:00
30478,30479,2013,6,23,22,68.0,17,27.0,1003.0,3,28.6,0,0,2013-06-23 22:00:00
30479,30480,2013,6,23,23,86.0,18,24.0,1003.0,3,30.39,0,0,2013-06-23 23:00:00
30480,30481,2013,6,24,0,88.0,18,24.0,1003.0,3,33.52,0,0,2013-06-24 00:00:00
30481,30482,2013,6,24,1,75.0,18,24.0,1003.0,3,36.65,0,0,2013-06-24 01:00:00
30482,30483,2013,6,24,2,46.0,18,23.0,1003.0,3,38.44,0,0,2013-06-24 02:00:00
30483,30484,2013,6,24,3,50.0,19,22.0,1002.0,3,41.57,0,0,2013-06-24 03:00:00
30484,30485,2013,6,24,4,57.0,19,21.0,1003.0,1,0.89,0,0,2013-06-24 04:00:00
30485,30486,2013,6,24,5,67.0,20,21.0,1003.0,3,1.79,0,0,2013-06-24 05:00:00
30486,30487,2013,6,24,6,66.0,20,21.0,1003.0,3,4.92,0,0,2013-06-24 06:00:00
30487,30488,2013,6,24,7,176.0,20,22.0,1003.0,3,6.71,0,0,2013-06-24 07:00:00
30488,30489,2013,6,24,8,248.0,20,24.0,1004.0,3,9.84,0,0,2013-06-24 08:00:00
30489,30490,2013,6,24,9,194.0,20,26.0,1004.0,1,0.89,0,0,2013-06-24 09:00:00
30490,30491,2013,6,24,10,153.0,20,27.0,1002.0,3,4.02,0,0,2013-06-24 10:00:00
30491,30492,2013,6,24,11,143.0,20,27.0,1003.0,3,7.15,0,0,2013-06-24 11:00:00
30492,30493,2013,6,24,12,147.0,20,28.0,1003.0,3,11.17,0,0,2013-06-24 12:00:00
30493,30494,2013,6,24,13,148.0,21,28.0,1002.0,3,14.3,0,0,2013-06-24 13:00:00
30494,30495,2013,6,24,14,125.0,20,29.0,1002.0,3,18.32,0,0,2013-06-24 14:00:00
30495,30496,2013,6,24,15,126.0,20,29.0,1001.0,3,22.34,0,0,2013-06-24 15:00:00
30496,30497,2013,6,24,16,110.0,20,29.0,1000.0,3,25.47,0,0,2013-06-24 16:00:00
30497,30498,2013,6,24,17,120.0,20,29.0,1000.0,3,30.39,0,0,2013-06-24 17:00:00
30498,30499,2013,6,24,18,122.0,20,29.0,1000.0,3,34.41,0,0,2013-06-24 18:00:00
30499,30500,2013,6,24,19,122.0,21,28.0,1000.0,3,37.54,0,1,2013-06-24 19:00:00
30500,30501,2013,6,24,20,120.0,21,22.0,1001.0,0,5.81,0,2,2013-06-24 20:00:00
30501,30502,2013,6,24,21,45.0,20,22.0,1000.0,3,3.13,0,3,2013-06-24 21:00:00
30502,30503,2013,6,24,22,45.0,20,22.0,1002.0,1,0.89,0,0,2013-06-24 22:00:00
30503,30504,2013,6,24,23,58.0,19,21.0,1002.0,2,1.79,0,0,2013-06-24 23:00:00
30504,30505,2013,6,25,0,48.0,19,21.0,1002.0,1,0.89,0,0,2013-06-25 00:00:00
30505,30506,2013,6,25,1,50.0,20,21.0,1002.0,1,1.78,0,0,2013-06-25 01:00:00
30506,30507,2013,6,25,2,52.0,20,21.0,1002.0,1,2.67,0,0,2013-06-25 02:00:00
30507,30508,2013,6,25,3,58.0,20,21.0,1003.0,0,1.79,0,0,2013-06-25 03:00:00
30508,30509,2013,6,25,4,64.0,20,21.0,1002.0,3,1.79,0,0,2013-06-25 04:00:00
30509,30510,2013,6,25,5,73.0,20,21.0,1001.0,2,1.79,0,0,2013-06-25 05:00:00
30510,30511,2013,6,25,6,82.0,20,22.0,1001.0,1,0.89,0,0,2013-06-25 06:00:00
30511,30512,2013,6,25,7,103.0,20,22.0,1001.0,2,0.89,0,0,2013-06-25 07:00:00
30512,30513,2013,6,25,8,120.0,20,22.0,1001.0,1,0.89,0,0,2013-06-25 08:00:00
30513,30514,2013,6,25,9,127.0,20,22.0,1001.0,1,1.78,0,1,2013-06-25 09:00:00
30514,30515,2013,6,25,10,150.0,20,23.0,1001.0,2,1.79,0,0,2013-06-25 10:00:00
30515,30516,2013,6,25,11,168.0,21,23.0,1001.0,2,3.58,0,0,2013-06-25 11:00:00
30516,30517,2013,6,25,12,161.0,20,23.0,1001.0,3,1.79,0,0,2013-06-25 12:00:00
30517,30518,2013,6,25,13,103.0,20,23.0,1000.0,1,0.89,0,0,2013-06-25 13:00:00
30518,30519,2013,6,25,14,113.0,20,24.0,1000.0,1,1.78,0,0,2013-06-25 14:00:00
30519,30520,2013,6,25,15,128.0,20,24.0,999.0,3,3.13,0,0,2013-06-25 15:00:00
30520,30521,2013,6,25,16,139.0,21,24.0,998.0,3,4.92,0,0,2013-06-25 16:00:00
30521,30522,2013,6,25,17,162.0,21,23.0,998.0,3,6.71,0,0,2013-06-25 17:00:00
30522,30523,2013,6,25,18,183.0,21,23.0,999.0,3,8.5,0,1,2013-06-25 18:00:00
30523,30524,2013,6,25,19,189.0,21,22.0,999.0,0,5.81,0,2,2013-06-25 19:00:00
30524,30525,2013,6,25,20,166.0,21,22.0,998.0,3,4.02,0,3,2013-06-25 20:00:00
30525,30526,2013,6,25,21,172.0,21,22.0,998.0,3,5.81,0,0,2013-06-25 21:00:00
30526,30527,2013,6,25,22,159.0,21,23.0,998.0,3,7.6,0,0,2013-06-25 22:00:00
30527,30528,2013,6,25,23,164.0,21,22.0,1000.0,3,9.39,0,0,2013-06-25 23:00:00
30528,30529,2013,6,26,0,171.0,21,22.0,999.0,3,11.18,0,0,2013-06-26 00:00:00
30529,30530,2013,6,26,1,171.0,20,22.0,998.0,1,0.89,0,0,2013-06-26 01:00:00
30530,30531,2013,6,26,2,166.0,21,22.0,998.0,1,1.78,0,0,2013-06-26 02:00:00
30531,30532,2013,6,26,3,158.0,19,21.0,998.0,2,1.79,0,0,2013-06-26 03:00:00
30532,30533,2013,6,26,4,161.0,19,21.0,998.0,1,0.89,0,0,2013-06-26 04:00:00
30533,30534,2013,6,26,5,178.0,20,21.0,998.0,1,1.78,0,0,2013-06-26 05:00:00
30534,30535,2013,6,26,6,186.0,20,21.0,998.0,1,2.67,0,0,2013-06-26 06:00:00
30535,30536,2013,6,26,7,188.0,21,22.0,998.0,1,3.56,0,0,2013-06-26 07:00:00
30536,30537,2013,6,26,8,186.0,21,22.0,998.0,1,4.45,0,0,2013-06-26 08:00:00
30537,30538,2013,6,26,9,189.0,21,23.0,998.0,3,1.79,0,0,2013-06-26 09:00:00
30538,30539,2013,6,26,10,187.0,21,25.0,998.0,3,3.58,0,0,2013-06-26 10:00:00
30539,30540,2013,6,26,11,177.0,21,26.0,998.0,3,6.71,0,0,2013-06-26 11:00:00
30540,30541,2013,6,26,12,172.0,21,28.0,997.0,3,8.5,0,0,2013-06-26 12:00:00
30541,30542,2013,6,26,13,167.0,22,29.0,997.0,3,11.63,0,0,2013-06-26 13:00:00
30542,30543,2013,6,26,14,147.0,21,29.0,996.0,3,14.76,0,0,2013-06-26 14:00:00
30543,30544,2013,6,26,15,111.0,21,31.0,995.0,3,18.78,0,0,2013-06-26 15:00:00
30544,30545,2013,6,26,16,87.0,21,31.0,994.0,3,24.59,0,0,2013-06-26 16:00:00
30545,30546,2013,6,26,17,87.0,22,31.0,994.0,3,29.51,0,0,2013-06-26 17:00:00
30546,30547,2013,6,26,18,86.0,22,31.0,994.0,3,33.53,0,0,2013-06-26 18:00:00
30547,30548,2013,6,26,19,94.0,22,30.0,995.0,3,35.32,0,0,2013-06-26 19:00:00
30548,30549,2013,6,26,20,101.0,22,29.0,996.0,3,38.45,0,0,2013-06-26 20:00:00
30549,30550,2013,6,26,21,119.0,22,28.0,997.0,3,43.37,0,0,2013-06-26 21:00:00
30550,30551,2013,6,26,22,137.0,22,27.0,997.0,3,47.39,0,0,2013-06-26 22:00:00
30551,30552,2013,6,26,23,254.0,20,24.0,997.0,2,3.13,0,0,2013-06-26 23:00:00
30552,30553,2013,6,27,0,277.0,21,24.0,998.0,3,0.89,0,0,2013-06-27 00:00:00
30553,30554,2013,6,27,1,184.0,19,23.0,997.0,2,1.79,0,0,2013-06-27 01:00:00
30554,30555,2013,6,27,2,111.0,19,23.0,997.0,0,4.02,0,0,2013-06-27 02:00:00
30555,30556,2013,6,27,3,93.0,19,21.0,997.0,1,0.89,0,0,2013-06-27 03:00:00
30556,30557,2013,6,27,4,62.0,19,22.0,997.0,3,0.89,0,0,2013-06-27 04:00:00
30557,30558,2013,6,27,5,58.0,19,23.0,998.0,0,5.81,0,0,2013-06-27 05:00:00
30558,30559,2013,6,27,6,64.0,19,22.0,998.0,1,0.89,0,0,2013-06-27 06:00:00
30559,30560,2013,6,27,7,89.0,20,24.0,998.0,0,3.13,0,0,2013-06-27 07:00:00
30560,30561,2013,6,27,8,165.0,20,26.0,999.0,0,6.26,0,0,2013-06-27 08:00:00
30561,30562,2013,6,27,9,183.0,19,28.0,998.0,0,8.05,0,0,2013-06-27 09:00:00
30562,30563,2013,6,27,10,145.0,18,28.0,998.0,0,11.18,0,0,2013-06-27 10:00:00
30563,30564,2013,6,27,11,54.0,17,31.0,998.0,0,14.31,0,0,2013-06-27 11:00:00
30564,30565,2013,6,27,12,40.0,13,32.0,998.0,2,3.13,0,0,2013-06-27 12:00:00
30565,30566,2013,6,27,13,29.0,14,33.0,998.0,3,3.13,0,0,2013-06-27 13:00:00
30566,30567,2013,6,27,14,26.0,13,33.0,997.0,1,1.79,0,0,2013-06-27 14:00:00
30567,30568,2013,6,27,15,29.0,15,34.0,997.0,1,4.92,0,0,2013-06-27 15:00:00
30568,30569,2013,6,27,16,42.0,15,33.0,997.0,3,1.79,0,0,2013-06-27 16:00:00
30569,30570,2013,6,27,17,50.0,16,32.0,996.0,2,3.13,0,0,2013-06-27 17:00:00
30570,30571,2013,6,27,18,56.0,18,32.0,996.0,3,3.13,0,0,2013-06-27 18:00:00
30571,30572,2013,6,27,19,88.0,20,30.0,998.0,3,4.92,0,0,2013-06-27 19:00:00
30572,30573,2013,6,27,20,96.0,20,29.0,998.0,1,0.89,0,0,2013-06-27 20:00:00
30573,30574,2013,6,27,21,103.0,22,28.0,998.0,3,1.79,0,0,2013-06-27 21:00:00
30574,30575,2013,6,27,22,124.0,21,28.0,999.0,3,3.58,0,0,2013-06-27 22:00:00
30575,30576,2013,6,27,23,150.0,22,27.0,999.0,2,0.89,0,0,2013-06-27 23:00:00
30576,30577,2013,6,28,0,184.0,23,27.0,1000.0,3,3.13,0,0,2013-06-28 00:00:00
30577,30578,2013,6,28,1,248.0,22,26.0,1000.0,3,6.26,0,0,2013-06-28 01:00:00
30578,30579,2013,6,28,2,339.0,22,26.0,1000.0,3,10.28,0,0,2013-06-28 02:00:00
30579,30580,2013,6,28,3,342.0,22,25.0,1000.0,1,0.89,0,0,2013-06-28 03:00:00
30580,30581,2013,6,28,4,292.0,22,24.0,1000.0,2,0.89,0,0,2013-06-28 04:00:00
30581,30582,2013,6,28,5,277.0,22,24.0,1001.0,3,1.79,0,0,2013-06-28 05:00:00
30582,30583,2013,6,28,6,265.0,22,25.0,1001.0,3,4.92,0,0,2013-06-28 06:00:00
30583,30584,2013,6,28,7,257.0,22,25.0,1002.0,3,8.94,0,0,2013-06-28 07:00:00
30584,30585,2013,6,28,8,240.0,21,25.0,1002.0,3,13.86,0,0,2013-06-28 08:00:00
30585,30586,2013,6,28,9,243.0,21,25.0,1002.0,3,17.88,0,0,2013-06-28 09:00:00
30586,30587,2013,6,28,10,229.0,22,25.0,1002.0,3,21.01,0,0,2013-06-28 10:00:00
30587,30588,2013,6,28,11,247.0,22,26.0,1002.0,3,24.14,0,0,2013-06-28 11:00:00
30588,30589,2013,6,28,12,230.0,21,26.0,1002.0,3,27.27,0,0,2013-06-28 12:00:00
30589,30590,2013,6,28,13,242.0,22,27.0,1001.0,3,30.4,0,0,2013-06-28 13:00:00
30590,30591,2013,6,28,14,297.0,22,27.0,1001.0,3,34.42,0,0,2013-06-28 14:00:00
30591,30592,2013,6,28,15,369.0,22,27.0,1000.0,3,37.55,0,0,2013-06-28 15:00:00
30592,30593,2013,6,28,16,428.0,22,27.0,999.0,3,41.57,0,0,2013-06-28 16:00:00
30593,30594,2013,6,28,17,432.0,22,27.0,999.0,3,44.7,0,0,2013-06-28 17:00:00
30594,30595,2013,6,28,18,441.0,22,27.0,1000.0,3,46.49,0,0,2013-06-28 18:00:00
30595,30596,2013,6,28,19,466.0,23,27.0,1000.0,1,0.89,0,1,2013-06-28 19:00:00
30596,30597,2013,6,28,20,448.0,23,26.0,999.0,3,3.13,0,0,2013-06-28 20:00:00
30597,30598,2013,6,28,21,406.0,23,25.0,1000.0,1,0.89,0,0,2013-06-28 21:00:00
30598,30599,2013,6,28,22,267.0,19,20.0,1002.0,0,1.79,0,1,2013-06-28 22:00:00
30599,30600,2013,6,28,23,37.0,19,21.0,1001.0,1,1.79,0,2,2013-06-28 23:00:00
30600,30601,2013,6,29,0,25.0,20,22.0,1002.0,3,3.13,0,0,2013-06-29 00:00:00
30601,30602,2013,6,29,1,34.0,20,21.0,1002.0,1,0.89,0,0,2013-06-29 01:00:00
30602,30603,2013,6,29,2,52.0,20,21.0,1002.0,2,1.79,0,0,2013-06-29 02:00:00
30603,30604,2013,6,29,3,68.0,20,21.0,1002.0,3,1.79,0,0,2013-06-29 03:00:00
30604,30605,2013,6,29,4,68.0,20,21.0,1002.0,1,0.45,0,0,2013-06-29 04:00:00
30605,30606,2013,6,29,5,72.0,20,21.0,1003.0,1,0.9,0,0,2013-06-29 05:00:00
30606,30607,2013,6,29,6,70.0,20,22.0,1004.0,3,1.79,0,0,2013-06-29 06:00:00
30607,30608,2013,6,29,7,63.0,20,22.0,1004.0,1,0.89,0,1,2013-06-29 07:00:00
30608,30609,2013,6,29,8,65.0,20,22.0,1004.0,3,1.79,0,0,2013-06-29 08:00:00
30609,30610,2013,6,29,9,63.0,20,22.0,1005.0,3,3.58,0,0,2013-06-29 09:00:00
30610,30611,2013,6,29,10,85.0,20,22.0,1005.0,2,1.79,0,0,2013-06-29 10:00:00
30611,30612,2013,6,29,11,103.0,20,23.0,1005.0,2,3.58,0,0,2013-06-29 11:00:00
30612,30613,2013,6,29,12,105.0,21,24.0,1004.0,3,3.13,0,0,2013-06-29 12:00:00
30613,30614,2013,6,29,13,113.0,21,24.0,1004.0,3,6.26,0,0,2013-06-29 13:00:00
30614,30615,2013,6,29,14,126.0,21,24.0,1004.0,1,0.89,0,0,2013-06-29 14:00:00
30615,30616,2013,6,29,15,122.0,22,25.0,1004.0,2,1.79,0,0,2013-06-29 15:00:00
30616,30617,2013,6,29,16,133.0,22,26.0,1004.0,0,3.13,0,0,2013-06-29 16:00:00
30617,30618,2013,6,29,17,122.0,22,27.0,1004.0,0,4.92,0,0,2013-06-29 17:00:00
30618,30619,2013,6,29,18,120.0,23,26.0,1004.0,2,1.79,0,0,2013-06-29 18:00:00
30619,30620,2013,6,29,19,125.0,22,25.0,1004.0,2,3.58,0,0,2013-06-29 19:00:00
30620,30621,2013,6,29,20,137.0,22,24.0,1005.0,1,0.89,0,0,2013-06-29 20:00:00
30621,30622,2013,6,29,21,146.0,22,24.0,1005.0,1,1.78,0,0,2013-06-29 21:00:00
30622,30623,2013,6,29,22,164.0,22,23.0,1005.0,0,1.79,0,0,2013-06-29 22:00:00
30623,30624,2013,6,29,23,164.0,22,23.0,1005.0,1,0.89,0,0,2013-06-29 23:00:00
30624,30625,2013,6,30,0,186.0,22,23.0,1005.0,0,1.79,0,0,2013-06-30 00:00:00
30625,30626,2013,6,30,1,183.0,21,23.0,1005.0,1,0.89,0,0,2013-06-30 01:00:00
30626,30627,2013,6,30,2,185.0,21,22.0,1004.0,0,0.89,0,0,2013-06-30 02:00:00
30627,30628,2013,6,30,3,189.0,21,22.0,1004.0,3,0.89,0,0,2013-06-30 03:00:00
30628,30629,2013,6,30,4,189.0,21,22.0,1004.0,1,0.89,0,0,2013-06-30 04:00:00
30629,30630,2013,6,30,5,194.0,21,22.0,1004.0,1,1.78,0,0,2013-06-30 05:00:00
30630,30631,2013,6,30,6,194.0,21,22.0,1005.0,3,0.89,0,0,2013-06-30 06:00:00
30631,30632,2013,6,30,7,190.0,22,23.0,1004.0,3,4.02,0,0,2013-06-30 07:00:00
30632,30633,2013,6,30,8,236.0,22,24.0,1005.0,3,5.81,0,0,2013-06-30 08:00:00
30633,30634,2013,6,30,9,250.0,22,24.0,1005.0,3,7.6,0,0,2013-06-30 09:00:00
30634,30635,2013,6,30,10,270.0,22,25.0,1004.0,3,10.73,0,0,2013-06-30 10:00:00
30635,30636,2013,6,30,11,244.0,23,27.0,1004.0,3,14.75,0,0,2013-06-30 11:00:00
30636,30637,2013,6,30,12,178.0,23,27.0,1004.0,3,17.88,0,0,2013-06-30 12:00:00
30637,30638,2013,6,30,13,167.0,23,28.0,1003.0,3,19.67,0,0,2013-06-30 13:00:00
30638,30639,2013,6,30,14,156.0,23,28.0,1002.0,3,22.8,0,0,2013-06-30 14:00:00
30639,30640,2013,6,30,15,151.0,23,28.0,1002.0,3,26.82,0,0,2013-06-30 15:00:00
30640,30641,2013,6,30,16,155.0,23,28.0,1002.0,3,28.61,0,0,2013-06-30 16:00:00
30641,30642,2013,6,30,17,145.0,24,28.0,1003.0,1,0.89,0,0,2013-06-30 17:00:00
30642,30643,2013,6,30,18,149.0,24,28.0,1001.0,3,1.79,0,0,2013-06-30 18:00:00
30643,30644,2013,6,30,19,146.0,24,27.0,1002.0,3,4.92,0,0,2013-06-30 19:00:00
30644,30645,2013,6,30,20,176.0,23,27.0,1002.0,2,1.79,0,0,2013-06-30 20:00:00
30645,30646,2013,6,30,21,215.0,23,26.0,1002.0,3,3.13,0,0,2013-06-30 21:00:00
